id,title,buyer,value,cpvs,stage,published_date,date_modified,contract_start,contract_end,description,source,source_url,batch_id
rls-11-APR553234,"Property Maintenance, Refurbishment and Extensive Renovation",Scotland Excel,,"50700000, 45211310, 71314310, 45421000, 45421151, 50532000, 45261900, 45331210, 45451000, 45442100, 45442110, 50711000, 45310000, 45342000, 45421148, 50000000, 45432110, 45431000, 45410000, 45332200, 45330000, 45332000, 45441000, 45421130, 45262300, 45262500, 45300000, 45443000, 45261410, 45420000, 45430000, 45262690, 45000000, 45100000, 45200000, 45210000, 45453000, 45453100",planning,2026-04-02T00:00:00Z,,,,"This Prior Information Notice is for a proposed framework for contractors to provide a range of repair, refurbishment and maintenance services and is envisaged to extend to extensive building repair and refurbishment.
 The purpose of this notice is to enable interested parties to engage with Scotland Excel to discuss the services currently available in the
 marketplace and options regarding the structure of the procurement and the anticipated direction of future market development.
 The lotting structure of this framework will be informed by market engagement.
 NOTE: This lotting structure is provisional and subject to change. Full details of the final lotting structure will be included within the
 tender documents.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk,batch_20260414_194917
rls-12-APR553206,2526 DS032 Nutritional Analysis Tool (PIN),NHS Greater Glasgow and Clyde,,48000000,planning,2026-04-02T00:00:00Z,,,,NHS Greater Glasgow & Clyde is exploring the options for the possible procurement of a robust Nutritional Analysis Tool (NAT) for use by the Catering Department.,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk,batch_20260414_194917
rls-13-APR553180,Supply & Delivery of Grounds Maintenance / Landscaping Materials & Associated Products (2026-30),University of Strathclyde,212393.0,"03100000, 24453000, 24440000, 03111000, 14300000, 14310000, 16141000, 24400000, 24410000, 24420000, 24421000, 24422000, 24430000, 03441000, 14200000, 14210000, 14211000, 14211100, 14212000, 14212210, 14213000, 14213300",planning,2026-04-02T00:00:00Z,,,,This Prior Information Notice (PIN) relates to a project to establish a Contract for the Supply & Delivery of Grounds Maintenance / Landscaping Materials & Associated Products (2026-30) (UOS-42185-2026).,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk,batch_20260414_194917
rls-1-MAR552952,PIN - Provision of Banking and Merchant Services,South Ayrshire Council,,"66100000, 66110000, 66120000, 66122000",planning,2026-03-31T00:00:00Z,,,,Prior Information Notice for the Provision of Banking and Merchant Services,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552952,batch_20260414_194917
rls-2-MAR552951,Provision of Researcher Development Programme - 5 Lots,University of Strathclyde,,"80000000, 80500000, 80510000, 80521000",planning,2026-03-31T00:00:00Z,,,,"The University of Strathclyde seeks suppliers to design and deliver a comprehensive suite of training courses to support skills development for postgraduate researchers. Suppliers will be required to create courses that collectively address the full range of skills outlined within the defined Lots. Suppliers will be able to submit bids for one, multiple, or all Lots. PartâLot submissions will not be accepted; however, partnership arrangements between bidders to enable a full Lot submission will be permitted.
 Lot 1 â Communicating: General
 Courses in this Lot should support researchers to develop broad communication capabilities suitable for public and professional contexts. Areas that should be covered:
 - Public engagement and outreach
 - Developing and communicating a personal voice or brand
 - Effective use of social media
 - Building and engaging with professional networks
 Lot 2 â Communicating: Academic
 Courses within this Lot should strengthen researchersâ communication and presentation skills within academic environments. Areas that should be covered:
 - Presentation skills (beginner and advanced)
 - Poster design and presentation
 - Viva preparation
 - Three Minute Thesis training
 Lot 3 â Thriving in Your Research
 This Lot focuses on developing researchersâ personal effectiveness and capacity to thrive throughout the research journey. Areas that should be covered:
 - Understanding and navigating the PhD journey
 Time and project management
 - Imposter syndrome and confidence building
 - Resilience and wellbeing
 - General professional skills for researchers
 Lot 4 â Writing â Academic
 Courses in this Lot should support researchers in developing writing skills for academic publication and research outputs. Areas that should be covered:
 - Writing for and publishing in STEAM, Humanities, Social Sciences, and Business journals
 - Conducting and writing literature reviews
 - Thesis structuring and writing
 - Grant writing
 Lot 5 â Writing â General
 This Lot encompasses broader writing skills applicable across disciplines and contexts. Areas that should be covered:
 - Writing styles and techniques
 - Reflective and narrative writing
 - Editing strategies, tools, and techniques
 Courses provided under any Lot must:
 - be a blended format of online â and in-person on the University of Strathclyde campus;
 - be held at least twice during the period October-May, inclusive, depending on participant demand; be held on dates agreed prior to October each year;
 - be delivered by trainers with experience delivering practical training in the Higher Education sector, with a breadth of knowledge from a range of disciplines and sectors;
 - use a blended format of course materials, and individual and group-based activities;
 - use practical exercises to reinforce and enhance the skills learned.
 - the University of Strathclyde will provide suitable space for in-person courses, refreshment for participants, and printing of materials.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552951,batch_20260414_194917
rls-3-MAR552947,Renfrewshire Council Asbestos Surveys and Analytical Services Market Engagement,Renfrewshire Council,,90650000,planning,2026-03-31T00:00:00Z,,,,"Renfrewshire Council are looking to engage with the Asbestos Surveying and Analytical Services Market to feed into the development of a future Contract for Domestic Properties and Common Areas.
 Contractors are required to note interest via this PIN on Public Contracts Scotland and to get in touch with the contact details in this PIN:
 Kevin Milliken
 Email - kevin.milliken@renfrewshire.gov.uk
 From the note of interest we will then set up meetings with direct engagement with Procurement and Representatives from Housing Services.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552947,batch_20260414_194917
rls-4-MAR552875,Soil Surveys,Forestry and Land Scotland,,"77300000, 71355000, 77000000, 77200000, 79311000, 79311200, 90700000",planning,2026-03-31T00:00:00Z,,,,"Forestry and Land Scotland (FLS) have a requirement to procure Soil Surveys to meet our requirement to manage the National Forest Estate.
 Survey requirements under this Framework Agreement may include:
 - Standard Surveys including Site/Soil/Peat Depth Surveys of afforested, clear felled, open land and ex-agricultural land (please note a very large proportion will be either afforested or clear-fell);
 - Non-Standard Surveys including, but not limited to:
 * Bespoke type of soil survey e.g. peat depth probing; or
 * Assessment of newly acquired land including possibly reclaimed land such as old mine works.
 For each survey, you will be required to:
 - Record the site/soil patterns and associated specific data, using the FC soil classification;
 - Map Soil Polygons and associated linear and point data in a digital format;
 - Peat Depths to be recorded in the Peat Depth layer via supplied digital layer (currently via ESRI Fieldmaps). Access to which, plus any necessary training to use the app, will be provided by FLS.
 - Deliver all data outputs from the survey, as specific digital GIS format directly into Foresterweb (a bespoke version of GIS Forester), together with associated attribute; and
 - Producing written reports for each site.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552875,batch_20260414_194917
rls-5-MAR552704,Residential Care Setting for One Adult with Learning Disability (PIN - Market Engagement),North Ayrshire Council,,"85144000, 85144100, 85311200",planning,2026-03-27T00:00:00Z,,,,Please see attached questionnaire.,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552704,batch_20260414_194917
rls-6-MAR552675,Tarbert Heritage Scheme â Design Team Framework,Argyll and Bute Council,,"71220000, 79415200",planning,2026-03-27T00:00:00Z,,,,"The Council has been awarded external funding to facilitate a 5-year heritage programme to enhance Tarbertâs waterfront. With a view to encouraging participation, these types of projects benefit from a design team framework. A framework not only enables Council officers to recommend an architect, but through which the project is also better able to control quality and secure best value, whilst removing an onerous activity from the property owners.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552675,batch_20260414_194917
rls-7-MAR552636,CT1802 Leased Property Insurance,The City of Edinburgh Council,,"66515200, 66000000, 66510000, 66513200",planning,2026-03-27T00:00:00Z,,,,The City of Edinburgh Council's (the Council's) Insurance Team is seeking a contract for Leased Property Insurance. This will cover industrial and commercial leased properties and leased theatres.,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552636,batch_20260414_194917
rls-8-MAR552613,"Measured Term Contract (MTC) for Planned & Reactive Servicing & Maintenance to Gas, Oil, Biomass, LPG Boilers inc Associated Parts",South Ayrshire Council,,"50531100, 44600000, 44620000, 44621000, 44621210, 44621220, 44621221, 44621200, 42161000, 45259300",planning,2026-03-26T00:00:00Z,,,,"Measured Term Contract (MTC) for Planned & Reactive Servicing & Maintenance to Gas, Oil, Biomass, LPG Boilers inc Associated Parts",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552613,batch_20260414_194917
rls-9-MAR552575,"Fire Doors Purchase, Installation, Repair, Replacement, Maintenance and Inspection/Compliance and Survey (GG&C Wide)",NHS Greater Glasgow and Clyde,2000000.0,"45343000, 44221220, 45343100",planning,2026-03-26T00:00:00Z,,,,"NHS Greater Glasgow and Clyde (âNHSGGCâ or âthe Boardâ) intends to establish a Board-wide framework agreement for the provision of fire door services across its Sectors. The proposed framework will encompass the supply, installation, repair, replacement, maintenance, inspection, compliance, and survey of fire doors, in accordance with the BM TRADA Q-Mark Fire Door Installation Scheme, the BM TRADA Q-Mark Fire Door Maintenance Scheme, and all applicable statutory and industry standards.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552575,batch_20260414_194917
rls-10-MAR552387,Supply and Installation of water tank for Musselburgh Golf Course,East Lothian Council,,"45332200, 44611500",planning,2026-03-24T00:00:00Z,,,,"East Lothian Council is seeking to engage with the market in relation to the supply and installation of an irrigation tank system at a golf course facility in Musselburgh (East Lothian).
 The requirement includes (but is not limited to):
 -	Supply of a steel irrigation tank (approx. 54,000l capacity)
 -	EPDM liner and stell roof
 -	Full installation of the tank
 -	Connection to existing water infrastructure
 -	Associated civil, mechanical and connection works
 This is a turnkey solution, and the Council is particularly interested in suppliers capable of delivering both supply and installation as a single package.
 Suppliers interested in this opportunity are invited to express their interest",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552387,batch_20260414_194917
rls-11-MAR552294,Supply and Distribution of Milk (PIN - Market Engagement),North Ayrshire Council,,"15500000, 03333000",planning,2026-03-23T00:00:00Z,,,,"Volumes required by NAC and SAC are provided in the attachment questionnaire.
 This PIN is to engage with the market around the delivery models which could support both North Ayrshire Council and South Ayrshire Councils in the supply of milk to establishments such as nurseries and schools.
 The PIN will explore supply and/or delivery models that will inform a contract strategy which will appraise the route to market and the supply and delivery model that is sought.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552294,batch_20260414_194917
rls-12-MAR552169,26-040 Minor Works Framework,Strathclyde Partnership for Transport,2000000.0,"45210000, 45000000, 45211000, 45211310, 45211350, 45211360, 45212180, 45213000, 45213100, 45213200, 45213260, 45213250, 45213311, 45213320, 45213321, 45213322, 45213350, 45213352, 45332200, 45332000, 45330000, 45421000, 45310000, 45311200",planning,2026-03-20T00:00:00Z,,,,"The formation of a framework for the prevision of minor works within the SPT estate including bus stations, cooperate buildings and Glasgow Subway",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552169,batch_20260414_194917
rls-13-MAR552148,Building Standards Research and Technical Services Framework,Scottish Government,,"73000000, 73210000, 71317000, 71317100, 71314300, 71314000, 71313000, 79315000, 71315200, 71318000",planning,2026-03-20T00:00:00Z,,,,"The Authority is considering commissioning a research framework to support the Building Standards Division.
 The Building Standards Division requires a series of research commissions over the next 36 â 48 months. Each commission relates to a specialist area and may require differing technical expertise, methodologies, and delivery timescales, and subsequent research activity may be required as findings emerge or policy needs evolve.
 The purpose of this Request for Information (RFI) is to understand the supplier market and, in particular, to seek feedback on how the requirement could be structured and lotted in any future Invitation to Tender (ITT). This RFI will inform the Authorityâs Sourcing Strategy and does not form part of any formal procurement process.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552148,batch_20260414_194917
rls-14-MAR552125,"Condorrat Primary School, Cumbernauld - Refurbishment",North Lanarkshire Council,7000000.0,"45453100, 44112400, 44112500, 44212381, 45262650, 45262500, 45262520, 44112310, 45421152, 42500000, 45331000, 45331200, 45331210, 44221100, 45421100, 45421130, 45421132, 44221000, 44221200, 45421131, 44115200, 45330000, 45332200, 45310000, 45315000, 45317000, 44411000, 45232460, 45332400, 45451000, 45442100, 45442110",planning,2026-03-20T00:00:00Z,,,,"Internal refurbishment and remodelling of the building structure to form multi-functional teaching spaces.
 -
 The scope of works is currently being developed and may expand/decrease at time of tender issue.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552125,batch_20260414_194917
rls-15-MAR552110,Gateway Recovery Services,Inverclyde Council,240000.0,98000000,planning,2026-03-19T00:00:00Z,,,,The service will support individuals to overcome barriers that may prevent them from engaging with recovery focused activities in community settings. It will challenge the stigma around mental health and alcohol or drug related issues and ensure that individuals accessing support are enabled to participate in purposeful activities that support mental and physical health and wellbeing,Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/552110,batch_20260414_194917
rls-16-MAR551987,Independent Children's Advocacy Service,Dumfries and Galloway Council,,85310000,planning,2026-03-18T00:00:00Z,,,,"Dumfries and Galloway Council (the Purchaser) wishes to commission children's advocacy services that:
 - are independent and professional;
 - provide individual (one-to-one) advocacy that is issue focused; and
 - meet statutory requirements and Scottish Executive priorities.
 The service will covers such services under the following categories:
 - Advocacy services for children and young people who are or have been looked after and accommodated within or outwith the region (excluding those who are placed locally by another Local Authority) up until the age of 26.
 - Advocacy for children and young people on the Child Protection Register.
 - Advocacy for children and young people in terms of the Mental Health (Care and Treatment) (Scotland) Act 2003.",Public Contracts Scotland,https://www.publiccontractsscotland.gov.uk/Search/Show/551987,batch_20260414_194917
